12493.60475,0.12494
12489.74751,0.12433
12485.89027,0.12684
12482.03303,0.12870
12478.17579,0.12659
12474.31855,0.12398
12470.46130,0.12494
12466.60406,0.12699
12462.74682,0.12658
12458.88958,0.12571
12455.03234,0.12559
12451.17510,0.12435
12447.31786,0.12217
12443.46062,0.12085
12439.60337,0.12176
12435.74613,0.12297
12431.88889,0.12192
12428.03165,0.12111
12424.17441,0.12294
12420.31717,0.12644
12416.45993,0.12975
12412.60268,0.12974
12408.74544,0.12645
12404.88820,0.12468
12401.03096,0.12642
12397.17372,0.12846
12393.31648,0.12900
12389.45924,0.12968
12385.60199,0.13007
12381.74475,0.12966
12377.88751,0.13061
12374.03027,0.13247
12370.17303,0.13327
12366.31579,0.13346
12362.45855,0.13390
12358.60131,0.13392
12354.74406,0.13345
12350.88682,0.13239
12347.02958,0.12870
12343.17234,0.12393
12339.31510,0.12273
12335.45786,0.12435
12331.60062,0.12484
12327.74337,0.12410
12323.88613,0.12339
12320.02889,0.12379
12316.17165,0.12597
12312.31441,0.12760
12308.45717,0.12738
12304.59993,0.12704
12300.74268,0.12783
12296.88544,0.12961
12293.02820,0.13088
12289.17096,0.13031
12285.31372,0.12864
12281.45648,0.12767
12277.59924,0.12831
12273.74200,0.13014
12269.88475,0.13161
12266.02751,0.13233
12262.17027,0.13362
12258.31303,0.13447
12254.45579,0.13239
12250.59855,0.12831
12246.74131,0.12587
12242.88406,0.12585
12239.02682,0.12657
12235.16958,0.12890
12231.31234,0.13189
12227.45510,0.13148
12223.59786,0.12792
12219.74062,0.12529
12215.88338,0.12551
12212.02613,0.12663
12208.16889,0.12738
12204.31165,0.12869
12200.45441,0.12989
12196.59717,0.12965
12192.73993,0.12782
12188.88269,0.12503
12185.02544,0.12331
12181.16820,0.12364
12177.31096,0.12431
12173.45372,0.12555
12169.59648,0.12835
12165.73924,0.12988
12161.88200,0.12797
12158.02475,0.12507
12154.16751,0.12414
12150.31027,0.12463
12146.45303,0.12472
12142.59579,0.12437
12138.73855,0.12375
12134.88131,0.12295
12131.02407,0.12282
12127.16682,0.12415
12123.30958,0.12548
12119.45234,0.12492
12115.59510,0.12374
12111.73786,0.12324
12107.88062,0.12334
12104.02338,0.12442
12100.16613,0.12614
12096.30889,0.12710
12092.45165,0.12670
12088.59441,0.12639
12084.73717,0.12636
12080.87993,0.12493
12077.02269,0.12409
12073.16544,0.12595
12069.30820,0.12687
12065.45096,0.12497
12061.59372,0.12285
12057.73648,0.12186
12053.87924,0.12250
12050.02200,0.12419
12046.16476,0.12463
12042.30751,0.12335
12038.45027,0.12205
12034.59303,0.12219
12030.73579,0.12364
12026.87855,0.12535
12023.02131,0.12708
12019.16407,0.12879
12015.30682,0.13039
12011.44958,0.13175
12007.59234,0.13130
12003.73510,0.12847
11999.87786,0.12651
11996.02062,0.12808
11992.16338,0.13074
11988.30614,0.13066
11984.44889,0.12792
11980.59165,0.12553
11976.73441,0.12553
11972.87717,0.12673
11969.01993,0.12766
11965.16269,0.12858
11961.30545,0.12920
11957.44820,0.12967
11953.59096,0.13079
11949.73372,0.13140
11945.87648,0.13046
11942.01924,0.12867
11938.16200,0.12735
11934.30476,0.12719
11930.44751,0.12733
11926.59027,0.12760
11922.73303,0.12883
11918.87579,0.12980
11915.01855,0.12925
11911.16131,0.12856
11907.30407,0.12862
11903.44683,0.12878
11899.58958,0.12889
11895.73234,0.12922
11891.87510,0.13057
11888.01786,0.13222
11884.16062,0.13223
11880.30338,0.13136
11876.44614,0.13126
11872.58889,0.13168
11868.73165,0.13196
11864.87441,0.13191
11861.01717,0.13093
11857.15993,0.12900
11853.30269,0.12760
11849.44545,0.12728
11845.58820,0.12748
11841.73096,0.12837
11837.87372,0.12989
11834.01648,0.13165
11830.15924,0.13280
11826.30200,0.13242
11822.44476,0.13115
11818.58752,0.13016
11814.73027,0.12971
11810.87303,0.12965
11807.01579,0.12945
11803.15855,0.12889
11799.30131,0.12861
11795.44407,0.12910
11791.58683,0.13010
11787.72958,0.13089
11783.87234,0.13079
11780.01510,0.13024
11776.15786,0.13038
11772.30062,0.13078
11768.44338,0.13007
11764.58614,0.12905
11760.72890,0.12932
11756.87165,0.13038
11753.01441,0.13123
11749.15717,0.13189
11745.29993,0.13200
11741.44269,0.13092
11737.58545,0.12952
11733.72821,0.12982
11729.87096,0.13197
11726.01372,0.13354
11722.15648,0.13354
11718.29924,0.13277
11714.44200,0.13172
11710.58476,0.13121
11706.72752,0.13131
11702.87027,0.13158
11699.01303,0.13252
11695.15579,0.13313
11691.29855,0.13190
11687.44131,0.13043
11683.58407,0.13064
11679.72683,0.13142
11675.86959,0.13133
11672.01234,0.13110
11668.15510,0.13167
11664.29786,0.13224
11660.44062,0.13199
11656.58338,0.13184
11652.72614,0.13248
11648.86890,0.13244
11645.01165,0.13032
11641.15441,0.12757
11637.29717,0.12677
11633.43993,0.12784
11629.58269,0.12876
11625.72545,0.12944
11621.86821,0.13083
11618.01096,0.13136
11614.15372,0.12978
11610.29648,0.12808
11606.43924,0.12831
11602.58200,0.12982
11598.72476,0.12972
11594.86752,0.12774
11591.01028,0.12686
11587.15303,0.12756
11583.29579,0.12808
11579.43855,0.12816
11575.58131,0.12927
11571.72407,0.13156
11567.86683,0.13239
11564.00959,0.13025
11560.15234,0.12781
11556.29510,0.12816
11552.43786,0.13061
11548.58062,0.13186
11544.72338,0.13049
11540.86614,0.12903
11537.00890,0.13024
11533.15166,0.13206
11529.29441,0.13087
11525.43717,0.12837
11521.57993,0.12854
11517.72269,0.13087
11513.86545,0.13251
11510.00821,0.13255
11506.15097,0.13248
11502.29372,0.13356
11498.43648,0.13353
11494.57924,0.13063
11490.72200,0.12828
11486.86476,0.13024
11483.00752,0.13408
11479.15028,0.13438
11475.29303,0.13097
11471.43579,0.12848
11467.57855,0.12885
11463.72131,0.12970
11459.86407,0.12954
11456.00683,0.12938
11452.14959,0.13043
11448.29235,0.13177
11444.43510,0.13090
11440.57786,0.12837
11436.72062,0.12711
11432.86338,0.12707
11429.00614,0.12657
11425.14890,0.12566
11421.29166,0.12542
11417.43441,0.12620
11413.57717,0.12742
11409.71993,0.12794
11405.86269,0.12707
11402.00545,0.12604
11398.14821,0.12608
11394.29097,0.12656
11390.43372,0.12632
11386.57648,0.12553
11382.71924,0.12532
11378.86200,0.12547
11375.00476,0.12495
11371.14752,0.12442
11367.29028,0.12503
11363.43304,0.12657
11359.57579,0.12843
11355.71855,0.12921
11351.86131,0.12795
11348.00407,0.12661
11344.14683,0.12646
11340.28959,0.12643
11336.43235,0.12661
11332.57510,0.12719
11328.71786,0.12760
11324.86062,0.12822
